일반_대표자_성별코드,대표자연령대코드,고용근로자수,환산임대료,일반_사업자형태코드,산업중분류코드,일반_창업형태코드,일반_현사업체_직전종사상지위항목코드,창업_비용_총창업비용,창업_비용_본인부담금액,창업_어려움정도_입지선정코드,창업_어려움정도_업종선택코드,창업_어려움정도_자금조달코드,창업_어려움정도_기술확보코드,창업_어려움정도_인력확보코드,창업_어려움정도_행정절차코드,창업_어려움정도_경영방법코드,경영_고객결재방법_현금비율,경영_고객결재방법_카드비율,경영_고객결재방법_간편결제비율,경영_고객결재방법_어음비율,경영_고객결재방법_기타비율,경영_영업이익,경영_전자상거래_매출비율,경영_부채금액
2,40,0,62.0,1,85,1,4,35.0,15.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,0,100,0,0,0,12,0,0
2,40,0,92.0,1,85,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,22,0,0
2,40,0,82.0,1,85,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,5,50,45,0,0,3,10,0
2,40,0,148.0,1,91,1,4,350.0,350.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,70,30,0,0,0,-98,0,4
2,40,0,128.0,1,91,1,3,80.0,80.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,10,90,0,0,0,-15,0,0
2,40,0,99.0,1,91,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,-18,0,500
2,40,0,128.0,1,96,1,3,80.0,50.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,0,100,0,0,0,-10,0,55
2,40,0,68.0,1,96,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,20,80,0,0,0,-1,0,20
2,40,0,296.0,1,96,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,25,0,20
2,40,0,62.0,1,96,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,7,0,0
2,40,0,62.0,1,96,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,50,50,0,0,0,4,0,30
2,40,0,52.0,1,96,1,3,50.0,25.0,1.0,1.0,2.0,5.0,3.0,2.0,5.0,50,50,0,0,0,9,0,0
2,40,0,34.8,1,96,1,3,50.0,50.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,10,90,0,0,0,48,0,30
2,40,0,102.0,1,96,1,3,40.0,40.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5,90,5,0,0,42,0,17
2,40,0,78.0,1,96,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,1,99,0,0,0,2,0,0
2,40,0,10.24,2,10,1,3,200.0,200.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,0,0,0,0,100,127,100,171
2,40,0,92.0,2,14,1,3,100.0,100.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,0,50,50,0,0,-27,100,53
2,40,0,14.6,2,20,1,3,50.0,21.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,10,90,0,0,0,-5,0,9
2,40,0,10.12,2,20,1,3,30.0,30.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,10,90,0,0,0,-18,95,10
2,40,0,50.0,2,26,1,3,80.0,80.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,20,60,20,0,0,44,0,118
2,40,0,46.0,2,46,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,20,80,0,0,0,39,0,109
2,40,0,50.0,2,46,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,0,0,0,100,42,0,98
2,40,0,0.0,2,47,1,3,15.0,10.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,0,90,10,0,0,-117,100,72
2,40,0,120.0,2,58,1,3,50.0,50.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,100,0,0,0,0,34,0,31
2,40,0,61.0,2,58,1,3,60.0,60.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100,0,0,0,0,-33,0,50
2,40,0,0.0,2,58,1,4,10.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0,100,0,0,0,6,100,44
2,40,0,5.0,2,58,1,4,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,0,100,0,0,0,0,0,15
2,40,0,92.0,2,62,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,40,0,16
2,40,0,0.0,2,62,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,57,100,18
2,40,0,0.0,2,62,1,3,50.0,30.0,3.0,3.0,4.0,5.0,5.0,2.0,4.0,100,0,0,0,0,38,0,6
2,40,0,0.0,2,63,1,3,100.0,100.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0,0,0,0,100,283,100,271
2,40,0,10.0,2,63,1,4,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,0,0,0,0,100,10,100,2
2,40,0,5.0,2,71,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,52,90,107
2,40,0,57.0,2,73,1,3,40.0,40.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,100,0,0,0,0,2,0,14
2,40,0,286.0,2,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,99,0,0,1,7,0,168
2,40,0,62.0,2,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,-11,0,20
2,40,0,11.24,2,75,1,3,120.0,120.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,10,90,0,0,0,-22,0,43
2,40,0,57.0,2,75,3,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,80,20,0,0,0,-31,0,16
2,40,0,15.54,2,76,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,14,0,250
2,40,0,52.4,2,76,3,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-20,0,210
2,40,0,3.0,2,90,1,4,30.0,10.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,0,100,0,0,0,-1,0,21
2,40,0,286.0,1,85,2,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,38,0,4
2,40,0,7.0,2,62,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,50,50,0,0,0,-3,0,0
2,40,0,82.0,1,73,1,4,40.0,40.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,10,80,10,0,0,33,0,15
2,40,0,53.0,2,63,1,3,100.0,100.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,100,0,0,0,0,79,0,41
2,40,10,336.0,2,30,1,3,100.0,100.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,100,0,0,0,0,188,0,228
2,40,11,386.0,1,85,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,90,10,0,0,-5,0,50
2,40,14,110.0,2,74,1,4,500.0,250.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,100,0,0,0,0,32,0,26
2,40,18,482.8,1,85,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,40,0,70
2,40,1,72.0,1,10,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,0,0,300
2,40,1,40.0,1,10,1,3,50.0,50.0,5.0,3.0,5.0,3.0,1.0,5.0,5.0,0,97,0,0,3,7,40,0
2,40,1,70.4,1,68,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,20,0,0
2,40,1,134.0,1,96,3,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,80,20,0,0,0,13,0,0
2,40,1,56.0,1,10,1,3,40.0,40.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,50,50,0,0,0,12,0,0
2,40,1,328.0,1,33,1,3,200.0,200.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,20,80,0,0,0,50,0,70
2,40,1,124.0,1,56,1,3,50.0,50.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1,99,0,0,0,67,0,70
2,40,1,0.0,1,85,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,3,0,1
2,40,1,500.0,1,46,1,3,150.0,70.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,50,50,0,0,0,-1,0,0
2,40,1,0.0,1,47,1,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,14,100,12
2,40,1,60.0,1,47,1,3,10.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,90,0,0,0,15,0,0
2,40,1,87.0,1,85,1,3,25.0,25.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0,100,0,0,0,14,0,0
2,40,1,244.0,1,85,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,15,70,15,0,0,18,0,20
2,40,1,216.0,1,96,1,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,30,70,0,0,0,36,0,0
2,40,1,0.0,2,73,1,3,50.0,50.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,100,0,0,0,-293,0,0
2,40,1,146.0,1,41,1,3,25.0,15.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,100,0,0,0,0,77,0,0
2,40,1,314.0,1,46,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,23,0,115
2,40,1,181.0,1,46,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,21,0,15
2,40,1,9.125,1,47,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,5,95,0,0,0,22,0,11
2,40,1,700.0,1,47,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,20,75,5,0,0,101,0,188
2,40,1,260.0,1,47,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,90,10,0,0,0,50,0,9
2,40,1,0.0,1,71,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,0,0,0,100,-19,0,110
2,40,1,0.0,1,73,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,6,0,10
2,40,1,236.0,1,73,1,3,100.0,100.0,2.0,5.0,5.0,2.0,3.0,2.0,2.0,100,0,0,0,0,-18,0,0
2,40,1,0.0,1,75,1,4,10.0,10.0,1.0,3.0,2.0,4.0,4.0,5.0,2.0,100,0,0,0,0,62,0,1
2,40,1,360.0,1,76,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,5,95,0,0,0,0,0,139
2,40,1,112.0,1,85,1,3,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,0,0,17,0,26
2,40,1,95.0,1,85,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,30,50,20,0,0,14,0,0
2,40,1,60.0,2,41,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-26,0,3
2,40,1,124.0,2,46,3,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,0,0,0,100,36,0,7
2,40,1,7.0,2,58,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-19,0,31
2,40,1,0.0,2,58,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,188,0,0
2,40,1,26.0,2,62,1,4,22.0,15.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,100,0,0,0,0,7,0,154
2,40,1,23.0,2,63,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,90,10,0,0,0,-1,5,1
2,40,1,15.0,2,63,1,3,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,90,10,0,0,0,-38,0,126
2,40,1,82.0,2,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,-26,0,70
2,40,1,82.0,2,75,1,3,75.0,75.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,50,50,0,0,0,-43,0,119
2,40,0,31.0,1,10,1,3,30.0,30.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,10,90,0,0,0,27,0,0
2,40,1,259.0,1,90,1,4,180.0,100.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,5,90,5,0,0,4,0,70
2,40,1,28.8,1,47,1,3,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0,100,0,0,0,32,100,65
2,40,1,62.0,1,10,1,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,20,80,0,0,0,36,5,30
2,40,1,66.0,1,10,1,4,57.0,57.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,80,20,0,0,0,30,0,30
2,40,1,362.0,1,15,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,50,0,0,20,30,24,0,44
2,40,1,66.0,1,15,1,3,40.0,40.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0,100,0,0,0,34,0,0
2,40,1,136.0,1,15,1,4,30.0,30.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,100,0,0,0,0,42,0,0
2,40,1,138.0,1,26,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,22,0,105
2,40,1,90.0,1,32,1,3,50.0,30.0,5.0,1.0,4.0,5.0,3.0,1.0,4.0,50,50,0,0,0,1,0,10
2,40,1,46.0,1,33,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,17,0,40
2,40,1,0.0,1,42,1,3,60.0,30.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,100,0,0,0,0,48,0,18
2,40,1,0.0,1,45,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,30,70,0,0,0,10,100,0
2,40,1,114.4,1,47,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,33,0,0
2,40,1,49.0,1,47,1,4,50.0,50.0,1.0,4.0,5.0,3.0,3.0,2.0,2.0,10,90,0,0,0,0,100,70
2,40,1,390.0,1,47,1,4,200.0,200.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,20,80,0,0,0,97,2,150
2,40,1,0.0,1,47,1,3,3.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,5.0,0,100,0,0,0,0,100,0
2,40,1,396.0,1,55,1,4,150.0,150.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,50,50,0,0,0,-9,0,0
2,40,1,426.0,1,56,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,5,95,0,0,0,10,0,40
2,40,1,122.0,1,68,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,80,20,0,0,0,63,0,20
2,40,1,700.0,1,73,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,28,0,60
2,40,1,168.0,1,29,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,51,0,0
2,40,1,574.0,1,91,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,24,0,50
2,40,1,92.0,1,18,1,4,30.0,30.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,100,0,0,0,0,16,0,1
2,40,1,174.0,1,90,1,3,150.0,70.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,0,100,0,0,0,-13,0,100
2,40,1,0.0,1,90,2,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,77,0,1500
2,40,1,8.0,2,47,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,0,0,0,100,6,100,29
2,40,1,100.8,1,16,1,3,30.0,30.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,0,100,0,0,0,59,100,0
2,40,1,98.0,1,33,1,4,80.0,80.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,100,0,0,0,0,25,0,50
2,40,1,195.0,1,47,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,20,80,0,0,0,110,0,100
2,40,1,880.0,1,47,1,4,130.0,130.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,0,50,50,0,0,15,100,50
2,40,1,230.0,1,73,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-20,0,0
2,40,1,44.0,1,73,1,3,50.0,50.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,100,0,0,0,0,99,0,164
2,40,1,92.0,1,91,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,30,70,0,0,0,-3,0,1
2,40,1,157.6,2,10,1,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-151,0,559
2,40,1,49.0,2,16,1,3,30.0,30.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,100,0,0,0,0,20,0,25
2,40,1,46.0,2,18,1,3,20.0,20.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,100,0,0,0,0,34,0,66
2,40,1,0.0,2,20,1,3,499.0,499.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,100,0,0,0,0,-41,0,509
2,40,1,224.0,2,26,1,3,100.0,50.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,0,50,0,0,50,114,0,545
2,40,1,31.2,2,41,1,3,200.0,100.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,100,0,0,0,0,12,0,145
2,40,1,348.0,2,45,1,4,100.0,100.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,0,50,50,0,0,87,45,682
2,40,1,82.0,2,45,1,3,40.0,40.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,0,100,0,0,0,4,0,232
2,40,1,5.0,2,47,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,70,30,0,0,0,37,100,251
2,40,1,36.0,2,58,1,4,50.0,50.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,100,0,0,0,0,102,0,74
2,40,1,35.4,2,62,1,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,83,0,24
2,40,1,57.0,2,63,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,50,50,0,0,0,18,0,53
2,40,1,49.6,2,71,1,3,30.0,30.0,4.0,5.0,3.0,2.0,4.0,3.0,2.0,0,80,20,0,0,50,0,8
2,40,1,50.0,2,72,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,50,50,0,0,0,11,0,301
2,40,1,0.0,2,74,1,3,100.0,50.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,5,95,0,0,0,4,0,6
2,40,1,92.0,2,75,1,3,30.0,30.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,100,0,0,0,0,9,0,23
2,40,1,102.0,2,58,1,3,50.0,50.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,50,50,0,0,0,-126,0,4
2,40,0,12.0,1,23,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,50,50,0,0,0,4,80,40
2,40,0,0.0,1,85,1,4,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,100,0,0,0,0,6,0,0
2,40,2,3.0,1,63,1,3,30.0,20.0,1.0,1.0,5.0,1.0,5.0,3.0,1.0,0,0,0,0,100,-21,0,60
2,40,2,224.0,1,85,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,30,70,0,0,0,8,0,0
2,40,2,36.0,2,73,1,3,21.0,10.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,100,0,0,0,0,0,0,60
2,40,2,56.32,1,63,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,0,100,10
2,40,2,0.0,2,63,1,3,50.0,20.0,1.0,1.0,5.0,3.0,5.0,5.0,3.0,100,0,0,0,0,-123,20,138
2,40,2,244.0,2,41,1,3,200.0,200.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,100,0,0,0,0,80,0,198
2,40,2,286.0,1,10,1,3,30.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0,100,0,0,0,51,100,0
2,40,2,294.0,1,33,1,3,28.0,28.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,100,0,0,0,0,-67,0,0
2,40,2,330.0,1,85,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,30,70,0,0,0,44,0,0
2,40,2,67.0,2,46,1,3,25.0,25.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,100,0,0,0,0,14,0,217
2,40,2,216.0,2,71,1,3,50.0,50.0,1.0,5.0,4.0,3.0,1.0,1.0,4.0,100,0,0,0,0,444,0,12
2,40,2,128.0,2,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,355,0,1596
2,40,2,33.6,1,14,1,3,25.0,25.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100,0,0,0,0,36,0,0
2,40,2,268.0,1,85,1,3,130.0,70.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,5,95,0,0,0,25,40,80
2,40,2,91.0,1,10,3,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,90,10,0,0,0,23,0,10
2,40,2,152.0,1,10,3,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,80,10,0,0,88,0,0
2,40,2,145.0,1,85,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,80,20,0,0,24,0,0
2,40,2,211.0,2,33,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,80,20,0,0,0,34,0,113
2,40,2,92.0,2,72,1,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,20,0,77
2,40,2,214.0,1,13,3,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,11,0,100
2,40,2,162.0,1,14,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,33,0,0
2,40,2,132.0,1,13,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,90,0,0,10,0,67,0,100
2,40,2,52.0,1,18,1,4,25.0,25.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,70,30,0,0,0,28,70,20
2,40,2,82.0,1,24,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,0,0,142
2,40,2,0.0,1,27,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,160,0,30
2,40,2,96.0,1,33,1,3,50.0,50.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,80,20,0,0,0,45,0,20
2,40,2,112.0,1,73,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,95,5,0,0,0,11,0,29
2,40,2,0.0,1,73,1,3,50.0,30.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,20,80,0,0,0,36,0,160
2,40,2,124.0,1,74,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,63,0,0
2,40,2,139.0,2,76,1,3,200.0,200.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,10,90,0,0,0,204,0,1509
2,40,2,0.0,2,71,1,4,30.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,100,0,0,0,-12,0,14
2,40,1,316.0,1,10,1,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,30,70,0,0,0,64,0,0
2,40,2,138.0,1,68,1,3,50.0,50.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,100,0,0,0,0,62,0,0
2,40,2,256.0,1,96,1,3,60.0,40.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,60,20,20,0,0,-37,0,55
