상권_코드_명,기준_년_코드,기준_분기_코드,업종_대분류,경영_위기_비율,상권_코드,집객시설_수,교통_인프라,총 상주인구 수,총_직장_인구_수,총_생활인구_수,월_평균_소득_금액,연령대_1020_매출_비율,연령대_3040_매출_비율,연령대_5060_매출_비율,주중_매출_비율,주말_매출_비율,남성_매출_비율,여성_매출_비율,유사_업종_점포_수,개업률,폐업률
어린이대공원역,2022,3,외식업,0.2380952381,2120054,38,7,3857,1243.0,1402274,3060187.0,41.7,37.0,21.6,73.1,26.9,56.1,44.0,284,5.56,5.56
어린이대공원역,2022,4,외식업,0.0588235294,2120054,38,7,3857,1243.0,1447467,3060187.0,43.1,33.8,23.1,71.9,28.1,57.6,42.6,287,7.08,5.83
언주역(차병원),2022,1,외식업,0.1666666667,2120194,67,8,2599,12628.0,1673923,3258234.0,21.0,53.44,25.67,89.33,10.78,58.78,41.33,242,3.32,2.84
언주역(차병원),2022,2,외식업,0.2777777778,2120194,67,8,2599,12628.0,1722701,3258234.0,22.44,57.78,19.78,88.11,12.0,58.44,41.56,266,13.68,3.42
언주역(차병원),2022,3,외식업,0.1666666667,2120194,67,8,2599,12628.0,1687042,3258234.0,22.67,55.78,21.44,87.67,12.33,58.78,41.67,265,6.38,6.81
언주역(차병원),2022,4,외식업,0.2777777778,2120194,67,8,2599,12628.0,1738459,3258234.0,20.67,59.33,20.11,87.67,12.44,59.22,40.78,262,4.72,6.01
여의도역(여의도),2022,1,서비스업,0.0740740741,2120149,161,18,2805,69255.0,1488872,5980022.0,11.56,55.39,33.22,82.89,17.28,58.22,41.83,718,2.16,2.31
여의도역(여의도),2022,1,외식업,0.0824742268,2120149,161,18,2805,69255.0,1488872,5980022.0,20.55,55.91,23.55,85.27,14.73,60.73,39.36,1035,3.44,1.54
여의도역(여의도),2022,1,유통업,0.3333333333,2120149,161,18,2805,69255.0,1488872,5980022.0,14.67,52.33,33.11,84.94,15.11,55.0,45.17,759,1.54,0.98
여의도역(여의도),2022,2,서비스업,0.1142857143,2120149,161,18,2805,69255.0,1688780,5980022.0,10.89,61.42,27.95,85.79,14.21,53.63,46.37,727,2.13,0.71
여의도역(여의도),2022,2,외식업,0.08,2120149,161,18,2805,69255.0,1688780,5980022.0,21.18,56.73,22.45,85.45,14.73,59.18,40.91,1039,3.18,1.89
여의도역(여의도),2022,2,유통업,0.375,2120149,161,18,2805,69255.0,1688780,5980022.0,13.72,52.89,33.67,85.5,14.67,54.33,45.89,761,2.23,0.98
여의도역(여의도),2022,3,서비스업,0.1666666667,2120149,161,18,2805,69255.0,1665315,5980022.0,11.61,56.06,32.78,85.39,14.78,54.89,45.28,724,2.14,2.43
여의도역(여의도),2022,3,외식업,0.1071428571,2120149,161,18,2805,69255.0,1665315,5980022.0,20.45,56.27,23.45,87.09,12.91,58.73,41.36,1036,4.59,4.82
여의도역(여의도),2022,3,유통업,0.375,2120149,161,18,2805,69255.0,1665315,5980022.0,19.39,50.67,29.94,87.22,12.89,61.94,38.17,761,1.26,1.12
여의도역(여의도),2022,4,서비스업,0.1707317073,2120149,161,18,2805,69255.0,1696105,5980022.0,10.53,59.0,30.47,85.11,15.0,57.37,42.68,726,1.28,1.0
여의도역(여의도),2022,4,외식업,0.0737704918,2120149,161,18,2805,69255.0,1696105,5980022.0,20.82,55.91,23.55,85.82,14.27,59.45,40.73,1043,4.31,3.61
여의도역(여의도),2022,4,유통업,0.25,2120149,161,18,2805,69255.0,1696105,5980022.0,12.89,52.0,35.37,83.84,16.37,51.63,48.53,756,1.55,1.55
역삼역,2022,1,서비스업,0.125,2120197,172,8,6012,58694.0,3369883,3471236.0,18.15,53.3,29.1,83.9,16.15,58.95,41.1,1415,1.0,1.43
역삼역,2022,1,외식업,0.1048387097,2120197,172,8,6012,58694.0,3369883,3471236.0,21.09,58.36,20.82,89.64,10.55,59.0,41.18,932,5.47,3.78
역삼역,2022,2,서비스업,0.1212121212,2120197,172,8,6012,58694.0,3744159,3471236.0,15.63,53.84,30.47,85.16,14.89,52.74,47.26,1408,1.22,1.58
역삼역,2022,2,외식업,0.0819672131,2120197,172,8,6012,58694.0,3744159,3471236.0,21.09,60.18,18.45,89.73,10.36,58.18,41.82,939,4.68,3.51
역삼역,2022,3,서비스업,0.2424242424,2120197,172,8,6012,58694.0,3655313,3471236.0,19.6,50.75,29.7,86.05,14.0,53.3,46.75,1411,2.08,1.65
역삼역,2022,3,외식업,0.1344537815,2120197,172,8,6012,58694.0,3655313,3471236.0,23.09,59.55,17.55,90.55,9.45,57.36,42.64,941,5.28,4.89
역삼역,2022,4,서비스업,0.3870967742,2120197,172,8,6012,58694.0,3703285,3471236.0,18.25,53.75,28.05,82.05,18.05,55.75,44.4,1408,1.87,1.8
역삼역,2022,4,외식업,0.1031746032,2120197,172,8,6012,58694.0,3703285,3471236.0,24.55,58.09,17.64,90.0,10.09,58.09,41.91,955,5.66,3.65
연남동(홍대),2022,1,서비스업,0.2051282051,2120104,66,20,7337,5955.0,3961968,2969151.0,20.35,49.75,30.35,77.25,22.85,42.2,57.9,592,2.05,2.05
연남동(홍대),2022,1,외식업,0.1368821293,2120104,66,20,7337,5955.0,3961968,2969151.0,38.82,44.73,16.55,66.91,33.27,49.09,51.0,886,3.89,3.41
연남동(홍대),2022,1,유통업,0.2127659574,2120104,66,20,7337,5955.0,3961968,2969151.0,19.95,51.57,28.48,72.95,27.19,47.19,52.95,599,2.98,1.93
연남동(홍대),2022,2,서비스업,0.35,2120104,66,20,7337,5955.0,4160138,2969151.0,19.79,52.89,27.47,74.47,25.53,44.26,55.74,604,3.01,0.84
연남동(홍대),2022,2,외식업,0.1804511278,2120104,66,20,7337,5955.0,4160138,2969151.0,36.64,47.55,16.18,66.91,33.09,50.36,49.64,909,8.04,4.85
연남동(홍대),2022,2,유통업,0.375,2120104,66,20,7337,5955.0,4160138,2969151.0,21.52,40.86,37.62,75.29,24.81,57.95,42.14,599,1.92,1.22
연남동(홍대),2022,3,서비스업,0.2142857143,2120104,66,20,7337,5955.0,4097114,2969151.0,19.7,45.35,35.3,82.7,17.4,46.05,54.05,611,3.31,1.82
연남동(홍대),2022,3,외식업,0.1644295302,2120104,66,20,7337,5955.0,4097114,2969151.0,38.36,45.36,16.27,67.55,32.73,48.36,51.64,918,6.51,5.35
연남동(홍대),2022,3,유통업,0.4680851064,2120104,66,20,7337,5955.0,4097114,2969151.0,25.43,41.62,33.1,74.67,25.38,50.57,49.57,619,4.89,1.85
연남동(홍대),2022,4,서비스업,0.2380952381,2120104,66,20,7337,5955.0,4119433,2969151.0,23.5,43.67,33.06,73.5,26.5,48.44,51.67,611,2.48,2.31
연남동(홍대),2022,4,외식업,0.1682539683,2120104,66,20,7337,5955.0,4119433,2969151.0,39.82,43.0,16.91,64.82,35.45,47.82,52.55,920,5.09,4.97
연남동(홍대),2022,4,유통업,0.3191489362,2120104,66,20,7337,5955.0,4119433,2969151.0,22.14,46.33,31.67,74.86,25.24,55.95,44.14,620,2.69,2.02
연신내상점가(연빛거리),2022,1,외식업,0.1395348837,2130167,40,8,1497,636.0,1549507,2438217.0,37.0,35.09,28.18,67.18,32.91,52.64,47.36,350,3.3,1.83
연신내상점가(연빛거리),2022,2,외식업,0.0941176471,2130167,40,8,1497,636.0,1709724,2438217.0,37.0,38.73,24.73,66.0,34.09,54.09,46.0,352,6.45,5.02
연신내상점가(연빛거리),2022,3,외식업,0.0697674419,2130167,40,8,1497,636.0,1652112,2438217.0,36.09,39.36,24.73,67.36,32.82,52.55,47.55,340,4.49,8.99
연신내상점가(연빛거리),2022,4,외식업,0.0833333333,2130167,40,8,1497,636.0,1643642,2438217.0,37.45,38.18,24.64,64.82,35.18,51.0,49.0,342,6.67,5.93
연신내역,2022,1,서비스업,0.1904761905,2120090,98,18,2655,687.0,1873523,2600963.0,15.25,42.75,42.25,72.62,27.44,49.94,50.25,232,2.71,2.26
연신내역,2022,2,서비스업,0.1,2120090,98,18,2655,687.0,1936242,2600963.0,17.0,37.69,45.44,73.56,26.5,54.88,45.12,228,0.46,1.83
연신내역,2022,3,서비스업,0.2857142857,2120090,98,18,2655,687.0,1837316,2600963.0,17.44,42.06,40.56,76.06,24.0,52.0,48.0,225,0.0,0.93
연신내역,2022,4,서비스업,0.2777777778,2120090,98,18,2655,687.0,1834979,2600963.0,16.12,41.06,43.0,69.75,30.25,46.69,53.31,227,1.84,0.92
연트럴파크(연남동주민센터),2022,1,외식업,0.125,2110562,10,8,2902,426.0,935735,3100817.0,47.17,40.0,12.83,49.5,50.5,43.17,57.33,120,5.88,0.84
연트럴파크(연남동주민센터),2022,2,외식업,0.25,2110562,10,8,2902,426.0,1064427,3100817.0,29.29,63.57,7.43,61.14,39.0,41.14,59.0,117,2.59,4.31
연트럴파크(연남동주민센터),2022,3,외식업,0.1666666667,2110562,10,8,2902,426.0,935441,3100817.0,44.33,43.5,12.33,63.67,36.33,50.67,49.33,119,5.08,3.39
연트럴파크(연남동주민센터),2022,4,외식업,0.2962962963,2110562,10,8,2902,426.0,907493,3100817.0,43.33,48.0,8.67,51.67,48.33,47.5,52.67,130,9.3,0.78
연희동,2022,1,외식업,0.125,2120093,37,11,1107,661.0,429297,3763854.0,26.45,45.45,28.09,64.82,35.27,53.0,47.09,209,3.78,2.16
연희동,2022,2,외식업,0.2222222222,2120093,37,11,1107,661.0,410062,3763854.0,25.18,47.18,27.82,65.45,34.55,50.36,49.64,212,3.72,1.6
연희동,2022,3,외식업,0.1904761905,2120093,37,11,1107,661.0,401967,3763854.0,27.55,45.36,27.55,68.18,32.0,49.45,50.82,216,5.21,3.12
연희동,2022,4,외식업,0.2380952381,2120093,37,11,1107,661.0,421843,3763854.0,27.36,45.45,27.45,63.91,36.18,49.91,50.27,220,3.57,1.53
영등포구청역,2022,1,외식업,0.0,2120136,51,7,3021,6617.0,1873538,2672081.0,17.73,47.27,35.18,80.64,19.36,56.0,44.18,352,5.61,1.75
영등포구청역,2022,2,외식업,0.2631578947,2120136,51,7,3021,6617.0,1802180,2672081.0,17.36,47.82,35.18,79.73,20.45,57.64,42.45,350,3.85,3.5
영등포구청역,2022,3,외식업,0.2380952381,2120136,51,7,3021,6617.0,1761892,2672081.0,17.91,48.64,33.91,81.64,18.36,55.82,44.18,353,4.84,3.81
영등포구청역,2022,4,외식업,0.1428571429,2120136,51,7,3021,6617.0,1726121,2672081.0,18.91,48.82,32.73,80.55,19.55,56.0,44.0,358,5.14,3.42
영등포역(영등포),2022,1,서비스업,0.2,2120145,200,18,4753,3856.0,2850301,2984414.0,27.56,37.12,35.69,71.0,29.19,45.5,54.75,505,2.03,2.24
영등포역(영등포),2022,1,외식업,0.0392156863,2120145,200,18,4753,3856.0,2850301,2984414.0,28.0,47.36,25.0,62.18,37.82,52.45,47.64,610,1.89,2.11
영등포역(영등포),2022,2,서비스업,0.1428571429,2120145,200,18,4753,3856.0,3166364,2984414.0,24.67,45.47,30.2,76.2,23.8,53.6,46.67,505,2.85,2.24
영등포역(영등포),2022,2,외식업,0.0,2120145,200,18,4753,3856.0,3166364,2984414.0,27.09,46.91,26.55,63.36,36.73,53.55,46.55,612,3.34,2.71
영등포역(영등포),2022,3,서비스업,0.2941176471,2120145,200,18,4753,3856.0,3130187,2984414.0,21.59,42.29,36.35,75.47,24.59,55.53,44.53,502,2.66,3.27
영등포역(영등포),2022,3,외식업,0.037037037,2120145,200,18,4753,3856.0,3130187,2984414.0,29.36,47.09,23.64,64.27,35.82,51.18,48.91,598,2.59,6.03
영등포역(영등포),2022,4,서비스업,0.2857142857,2120145,200,18,4753,3856.0,3203369,2984414.0,20.94,42.18,37.12,69.06,31.0,58.82,41.29,503,1.83,1.83
영등포역(영등포),2022,4,외식업,0.0701754386,2120145,200,18,4753,3856.0,3203369,2984414.0,29.0,47.45,23.45,61.64,38.45,51.55,48.45,599,3.62,3.4
왕십리역(왕십리),2022,1,외식업,0.1025641026,2120049,70,20,2136,1459.0,1291700,2704852.0,36.82,40.18,23.36,71.64,28.45,51.27,48.82,208,2.08,2.78
왕십리역(왕십리),2022,2,외식업,0.1219512195,2120049,70,20,2136,1459.0,1400311,2704852.0,35.64,41.27,23.55,71.55,28.64,50.0,50.09,211,6.08,2.7
왕십리역(왕십리),2022,3,외식업,0.1395348837,2120049,70,20,2136,1459.0,1396740,2704852.0,34.27,42.0,24.45,72.27,28.0,50.45,49.82,210,2.74,3.42
왕십리역(왕십리),2022,4,외식업,0.1276595745,2120049,70,20,2136,1459.0,1486379,2704852.0,37.1,40.3,22.4,68.3,31.7,51.2,48.8,211,8.05,7.38
용산전자상가(용산역),2022,1,유통업,0.2258064516,2120040,52,18,1472,8014.0,645434,3392718.0,6.0,48.75,45.62,79.19,21.06,70.81,29.19,3099,0.68,0.58
용산전자상가(용산역),2022,2,유통업,0.4,2120040,52,18,1472,8014.0,647295,3392718.0,7.0,59.06,34.18,72.59,27.59,74.06,26.06,3077,0.36,0.85
용산전자상가(용산역),2022,3,유통업,0.2285714286,2120040,52,18,1472,8014.0,607603,3392718.0,9.17,37.22,53.72,77.0,23.0,62.0,38.17,3031,0.43,1.89
용산전자상가(용산역),2022,4,유통업,0.3636363636,2120040,52,18,1472,8014.0,647992,3392718.0,5.56,42.56,52.28,81.28,18.72,65.33,34.67,3008,0.37,0.94
은행사거리,2022,1,서비스업,0.1481481481,2120085,50,6,191,317.0,561346,3285046.0,12.33,45.27,42.6,71.73,28.33,56.53,43.6,490,3.44,0.43
은행사거리,2022,2,서비스업,0.1481481481,2120085,50,6,191,317.0,566021,3285046.0,9.87,45.87,44.6,75.13,24.87,54.87,45.13,490,2.36,2.14
은행사거리,2022,3,서비스업,0.1111111111,2120085,50,6,191,317.0,558455,3285046.0,12.0,46.07,42.27,76.6,23.53,56.47,43.67,494,2.76,1.91
은행사거리,2022,4,서비스업,0.2592592593,2120085,50,6,191,317.0,554415,3285046.0,10.0,45.6,44.6,72.67,27.47,57.07,42.93,486,2.6,3.9
을지로3가역,2022,1,외식업,0.115942029,2120031,65,10,670,6147.0,1438129,3522189.0,24.1,51.6,24.3,83.2,16.8,56.5,43.5,441,3.0,1.75
을지로3가역,2022,2,외식업,0.15625,2120031,65,10,670,6147.0,1712372,3522189.0,23.5,53.4,23.1,83.9,16.3,57.8,42.2,433,2.03,3.54
을지로3가역,2022,3,외식업,0.0789473684,2120031,65,10,670,6147.0,1662498,3522189.0,24.9,53.3,22.1,85.2,14.9,56.3,43.7,424,2.57,4.88
을지로3가역,2022,4,외식업,0.0555555556,2120031,65,10,670,6147.0,1717856,3522189.0,25.9,52.0,22.3,82.2,17.8,55.7,44.4,425,2.58,2.32
인사동,2022,1,외식업,0.25,2120008,50,15,397,22070.0,283786,3362180.0,17.67,47.22,35.44,78.22,22.0,54.0,46.0,345,1.25,1.25
인사동,2022,2,외식업,0.2857142857,2120008,50,15,397,22070.0,344263,3362180.0,15.44,46.89,38.0,76.22,23.78,50.89,49.22,339,0.32,1.59
인사동,2022,3,외식업,0.1363636364,2120008,50,15,397,22070.0,345803,3362180.0,15.67,47.56,36.89,78.44,21.67,51.56,48.78,337,2.23,3.18
인사동,2022,4,외식업,0.3043478261,2120008,50,15,397,22070.0,360458,3362180.0,17.22,45.78,37.22,73.89,26.44,49.78,50.22,335,2.24,2.88
잠실새내역(신천),2022,1,서비스업,0.1756756757,2120225,175,7,3414,5750.0,2333368,3137714.0,15.06,58.12,26.88,77.12,23.06,46.82,53.24,873,2.41,1.68
잠실새내역(신천),2022,1,외식업,0.1666666667,2120225,175,7,3414,5750.0,2333368,3137714.0,20.82,50.55,28.91,70.64,29.55,53.27,47.09,578,3.56,3.78
잠실새내역(신천),2022,1,유통업,0.1666666667,2120225,175,7,3414,5750.0,2333368,3137714.0,8.14,48.77,43.36,78.82,21.27,44.18,56.05,521,3.72,2.89
잠실새내역(신천),2022,2,서비스업,0.2857142857,2120225,175,7,3414,5750.0,2448850,3137714.0,12.94,61.39,25.89,77.56,22.5,53.83,46.28,884,2.62,0.71
잠실새내역(신천),2022,2,외식업,0.1935483871,2120225,175,7,3414,5750.0,2448850,3137714.0,21.18,52.45,26.82,67.0,33.09,53.91,46.45,589,6.56,3.72
잠실새내역(신천),2022,2,유통업,0.1666666667,2120225,175,7,3414,5750.0,2448850,3137714.0,9.91,46.91,43.45,75.68,24.41,42.14,57.86,530,3.25,0.81
잠실새내역(신천),2022,3,서비스업,0.2073170732,2120225,175,7,3414,5750.0,2553935,3137714.0,14.5,64.06,21.83,78.5,21.56,52.06,48.17,885,3.33,3.21
잠실새내역(신천),2022,3,외식업,0.1643835616,2120225,175,7,3414,5750.0,2553935,3137714.0,21.18,53.0,26.27,69.82,30.18,53.64,46.36,589,5.21,5.21
잠실새내역(신천),2022,3,유통업,0.2692307692,2120225,175,7,3414,5750.0,2553935,3137714.0,9.78,47.17,43.48,79.52,20.61,43.09,56.96,524,2.06,3.29
잠실새내역(신천),2022,4,서비스업,0.2048192771,2120225,175,7,3414,5750.0,2723676,3137714.0,13.94,64.06,22.06,72.33,27.83,52.0,48.17,896,2.93,1.76
잠실새내역(신천),2022,4,외식업,0.1038961039,2120225,175,7,3414,5750.0,2723676,3137714.0,21.09,52.82,26.73,67.91,32.18,53.27,46.73,584,4.61,6.14
잠실새내역(신천),2022,4,유통업,0.2222222222,2120225,175,7,3414,5750.0,2723676,3137714.0,8.68,44.59,47.0,75.32,24.77,45.0,55.18,531,3.85,2.43
장안동사거리,2022,1,외식업,0.1111111111,2120067,92,17,6049,2587.0,1705750,2576528.0,16.09,51.36,33.0,69.09,31.0,55.45,44.55,297,4.07,2.26
장안동사거리,2022,2,외식업,0.1,2120067,92,17,6049,2587.0,1716900,2576528.0,14.82,53.73,31.55,67.55,32.55,54.91,45.09,293,2.75,3.67
장안동사거리,2022,3,외식업,0.1428571429,2120067,92,17,6049,2587.0,1706203,2576528.0,15.0,53.55,31.91,69.0,31.0,54.73,45.45,284,3.76,7.98
장안동사거리,2022,4,외식업,0.1052631579,2120067,92,17,6049,2587.0,1722634,2576528.0,14.64,53.82,31.45,67.09,33.09,54.82,45.27,281,5.66,7.08
장지역(가든파이브),2022,1,유통업,0.3333333333,2120236,39,10,167,4622.0,254149,3435366.0,13.29,46.08,40.75,75.0,25.0,54.54,45.5,930,0.88,1.32
장지역(가든파이브),2022,2,유통업,0.3461538462,2120236,39,10,167,4622.0,259729,3435366.0,9.92,48.92,41.32,72.84,27.28,56.04,44.04,925,1.22,1.22
장지역(가든파이브),2022,3,유통업,0.3703703704,2120236,39,10,167,4622.0,249087,3435366.0,8.23,46.46,45.62,71.23,28.81,52.81,47.19,914,0.89,1.79
장지역(가든파이브),2022,4,유통업,0.2222222222,2120236,39,10,167,4622.0,248895,3435366.0,7.48,46.64,46.28,68.76,31.36,53.28,46.8,917,1.56,1.34
장한평역(장한평),2022,1,외식업,0.1666666667,2120066,94,23,4543,7424.0,1480655,2591303.0,17.44,50.89,32.0,73.67,26.44,64.89,35.22,277,3.39,1.69
장한평역(장한평),2022,2,외식업,0.0,2120066,94,23,4543,7424.0,1523061,2591303.0,18.11,49.56,32.67,75.78,24.44,64.0,36.11,277,4.2,3.36
장한평역(장한평),2022,3,외식업,0.0555555556,2120066,94,23,4543,7424.0,1499152,2591303.0,18.44,49.44,32.44,77.22,22.78,61.67,38.33,272,3.4,5.11
장한평역(장한평),2022,4,외식업,0.0555555556,2120066,94,23,4543,7424.0,1507591,2591303.0,17.89,50.44,32.0,72.44,27.67,62.0,38.22,276,5.83,4.17
종각역,2022,1,외식업,0.0,2120006,118,14,431,33181.0,1190117,2943100.0,26.73,52.18,21.27,81.18,19.0,59.64,40.64,811,2.31,2.01
종각역,2022,2,외식업,0.0,2120006,118,14,431,33181.0,1407354,2943100.0,24.36,54.55,21.55,79.91,20.09,57.82,42.45,816,3.36,1.98
종각역,2022,3,외식업,0.1,2120006,118,14,431,33181.0,1382059,2943100.0,25.73,53.91,20.45,81.0,19.09,56.55,43.64,824,4.68,3.32
종각역,2022,4,외식업,0.0,2120006,118,14,431,33181.0,1415457,2943100.0,26.64,53.0,20.91,80.27,19.82,57.18,42.82,819,3.93,4.23
종로3가역,2022,1,외식업,0.1111111111,2120009,163,11,3708,8495.0,1683960,2705236.0,26.45,39.09,34.91,72.36,27.82,59.09,40.91,839,1.72,1.59
종로3가역,2022,1,유통업,0.3333333333,2120009,163,11,3708,8495.0,1683960,2705236.0,12.83,25.22,62.22,83.52,16.57,61.65,38.43,2345,1.04,1.17
종로3가역,2022,2,외식업,0.1445783133,2120009,163,11,3708,8495.0,1975828,2705236.0,24.18,42.27,33.91,72.36,27.82,56.91,43.18,852,3.38,1.04
종로3가역,2022,2,유통업,0.4166666667,2120009,163,11,3708,8495.0,1975828,2705236.0,11.04,25.42,63.62,77.58,22.5,60.42,39.62,2340,1.09,0.83
종로3가역,2022,3,외식업,0.152173913,2120009,163,11,3708,8495.0,1926818,2705236.0,24.55,41.27,34.27,74.09,25.91,58.82,41.18,850,4.05,4.18
종로3가역,2022,3,유통업,0.4285714286,2120009,163,11,3708,8495.0,1926818,2705236.0,9.91,29.7,60.61,85.78,14.22,59.61,40.61,2338,0.87,0.91
종로3가역,2022,4,외식업,0.1333333333,2120009,163,11,3708,8495.0,2012662,2705236.0,24.45,41.45,34.09,69.55,30.55,56.91,43.27,855,4.14,3.36
종로3가역,2022,4,유통업,0.4444444444,2120009,163,11,3708,8495.0,2012662,2705236.0,10.83,25.3,64.04,84.26,15.78,62.39,37.65,2347,1.04,1.04
천호역,2022,1,외식업,0.0,2120243,128,12,4057,1353.0,972892,3388339.0,24.91,49.73,25.82,67.91,32.27,56.0,44.0,272,0.96,1.92
천호역,2022,2,외식업,0.0,2120243,128,12,4057,1353.0,993560,3388339.0,25.27,50.64,24.36,67.36,32.82,55.91,44.09,272,2.43,0.97
천호역,2022,3,외식업,0.0,2120243,128,12,4057,1353.0,966459,3388339.0,24.73,49.45,26.0,69.18,30.82,56.73,43.45,264,2.99,6.47
천호역,2022,4,외식업,0.0555555556,2120243,128,12,4057,1353.0,966782,3388339.0,23.64,49.0,27.55,67.18,33.09,58.18,41.82,265,3.43,2.94
청담사거리(청담동명품거리),2022,1,서비스업,0.25,2120208,93,8,3265,10577.0,1349245,3922348.0,7.6,56.93,35.6,77.6,22.47,43.33,57.0,478,1.92,1.71
청담사거리(청담동명품거리),2022,1,유통업,0.2727272727,2120208,93,8,3265,10577.0,1349245,3922348.0,8.95,52.84,38.26,71.11,29.0,50.42,49.58,611,1.52,1.85
청담사거리(청담동명품거리),2022,2,서비스업,0.1818181818,2120208,93,8,3265,10577.0,1575539,3922348.0,7.6,53.33,38.93,80.47,19.67,44.87,55.13,480,2.12,1.7
청담사거리(청담동명품거리),2022,2,유통업,0.4333333333,2120208,93,8,3265,10577.0,1575539,3922348.0,11.05,47.58,41.63,72.58,27.42,51.84,48.16,615,2.18,1.17
청담사거리(청담동명품거리),2022,3,서비스업,0.2857142857,2120208,93,8,3265,10577.0,1548172,3922348.0,7.53,53.27,39.27,80.4,19.67,44.67,55.47,481,2.33,1.69
청담사거리(청담동명품거리),2022,3,유통업,0.4242424242,2120208,93,8,3265,10577.0,1548172,3922348.0,12.11,45.94,41.94,81.11,18.94,47.11,52.89,614,1.17,1.34
청담사거리(청담동명품거리),2022,4,서비스업,0.25,2120208,93,8,3265,10577.0,1525722,3922348.0,8.67,50.2,41.33,81.87,18.13,48.27,51.73,485,2.1,0.84
청담사거리(청담동명품거리),2022,4,유통업,0.5,2120208,93,8,3265,10577.0,1525722,3922348.0,9.41,48.82,42.12,75.59,24.41,48.24,51.88,619,2.16,1.33
"총신대입구역(이수, 총신대)",2022,1,서비스업,0.1904761905,2120156,142,20,4331,3255.0,2821293,3555185.0,19.71,46.24,34.65,73.12,27.0,50.47,49.71,459,2.7,0.67
"총신대입구역(이수, 총신대)",2022,1,외식업,0.1470588235,2120156,142,20,4331,3255.0,2821293,3555185.0,25.36,45.91,29.0,70.45,29.64,53.45,46.64,444,1.94,1.94
"총신대입구역(이수, 총신대)",2022,2,서비스업,0.2380952381,2120156,142,20,4331,3255.0,3142825,3555185.0,17.76,49.59,32.82,76.76,23.35,48.35,51.82,459,2.03,1.58
"총신대입구역(이수, 총신대)",2022,2,외식업,0.1717171717,2120156,142,20,4331,3255.0,3142825,3555185.0,24.45,47.55,28.09,70.27,29.82,53.64,46.64,445,5.28,4.72
"총신대입구역(이수, 총신대)",2022,3,서비스업,0.1428571429,2120156,142,20,4331,3255.0,3044195,3555185.0,20.47,49.47,30.18,76.53,23.53,47.24,52.94,458,2.26,2.48
"총신대입구역(이수, 총신대)",2022,3,외식업,0.1428571429,2120156,142,20,4331,3255.0,3044195,3555185.0,24.09,47.0,29.18,71.55,28.55,52.73,47.27,444,3.34,3.62
"총신대입구역(이수, 총신대)",2022,4,서비스업,0.2380952381,2120156,142,20,4331,3255.0,3078204,3555185.0,18.29,47.94,33.88,78.88,21.18,49.12,51.0,456,2.49,2.95
"총신대입구역(이수, 총신대)",2022,4,외식업,0.0909090909,2120156,142,20,4331,3255.0,3078204,3555185.0,24.64,47.18,28.36,69.18,30.82,53.18,46.91,442,3.61,4.17
충무로역,2022,1,외식업,0.1428571429,2120032,73,10,2576,11403.0,938398,2819399.0,31.0,38.2,31.6,86.1,14.3,58.8,41.3,460,1.77,2.53
충무로역,2022,2,외식업,0.1509433962,2120032,73,10,2576,11403.0,1062449,2819399.0,33.7,37.5,29.2,84.9,15.1,57.0,43.1,460,2.26,2.26
충무로역,2022,3,외식업,0.1111111111,2120032,73,10,2576,11403.0,989923,2819399.0,31.7,38.5,30.2,85.8,14.4,57.5,42.5,466,3.97,2.48
충무로역,2022,4,외식업,0.2407407407,2120032,73,10,2576,11403.0,1020823,2819399.0,35.27,36.45,29.0,78.0,22.0,54.36,45.82,467,2.48,2.23
포스코사거리,2022,1,외식업,0.1333333333,2120215,92,9,3513,61656.0,2958213,4437951.0,21.45,59.64,19.0,79.36,20.64,64.18,35.91,581,2.28,2.05
포스코사거리,2022,2,외식업,0.1481481481,2120215,92,9,3513,61656.0,3150398,4437951.0,21.27,60.36,18.45,79.64,20.45,62.09,37.91,591,4.66,1.77
포스코사거리,2022,3,외식업,0.1325301205,2120215,92,9,3513,61656.0,3191283,4437951.0,20.73,60.91,18.36,83.0,17.09,59.45,40.55,576,2.97,5.95
포스코사거리,2022,4,외식업,0.1162790698,2120215,92,9,3513,61656.0,3143968,4437951.0,21.55,59.91,18.82,78.55,21.45,62.45,37.82,572,2.97,3.65
포이사거리(삼호물산),2022,1,외식업,0.0476190476,2120184,70,21,5782,10139.0,1931524,3129878.0,14.55,48.64,37.0,85.18,14.91,65.27,34.73,346,2.81,1.4
포이사거리(삼호물산),2022,2,외식업,0.1428571429,2120184,70,21,5782,10139.0,1952550,3129878.0,15.09,49.45,35.55,82.45,17.64,63.91,36.09,350,5.19,2.42
포이사거리(삼호물산),2022,3,외식업,0.0869565217,2120184,70,21,5782,10139.0,1875419,3129878.0,15.0,50.73,34.36,84.82,15.36,63.91,36.36,349,4.48,4.83
포이사거리(삼호물산),2022,4,외식업,0.0952380952,2120184,70,21,5782,10139.0,1826777,3129878.0,15.09,49.82,35.27,81.55,18.45,62.55,37.55,354,6.8,4.76
학동사거리,2022,1,서비스업,0.2173913043,2120200,78,4,976,9363.0,1171034,3402858.0,14.07,59.0,27.57,83.36,16.79,40.0,60.21,438,3.24,1.16
학동사거리,2022,1,외식업,0.0769230769,2120200,78,4,976,9363.0,1171034,3402858.0,24.67,50.78,25.22,71.78,28.22,50.89,49.11,417,4.17,2.34
